Year,ICD10_Code,ICD10_Diagnosis,Classification,Metric_Primary,Metric_Secondary,Metric_Tertiary,Value
2010/11,K00-K93,All diseases of the digestive system,Hospital admissions,Attributable number,All diseases of the digestive system,All persons,18100
2010/11,C33-C34,"Trachea, Lung, Bronchus",Hospital admissions,Attributable number,Cancers which can be caused by smoking,All persons,66200
2010/11,C00-C14,Upper Respiratory Sites,Hospital admissions,Attributable number,Cancers which can be caused by smoking,All persons,13100
2010/11,C15,Oesophagus,Hospital admissions,Attributable number,Cancers which can be caused by smoking,All persons,19800
2010/11,C32,Larynx,Hospital admissions,Attributable number,Cancers which can be caused by smoking,All persons,3900
2010/11,C53,Cervical,Hospital admissions,Attributable number,Cancers which can be caused by smoking,All persons,800
2010/11,C67,Bladder,Hospital admissions,Attributable number,Cancers which can be caused by smoking,All persons,33400
2010/11,C64-C66 & C68,Kidney and Renal Pelvis,Hospital admissions,Attributable number,Cancers which can be caused by smoking,All persons,3500
2010/11,C16,Stomach,Hospital admissions,Attributable number,Cancers which can be caused by smoking,All persons,4400
2010/11,C25,Pancreas,Hospital admissions,Attributable number,Cancers which can be caused by smoking,All persons,5700
2010/11,C80,Unspecified Site,Hospital admissions,Attributable number,Cancers which can be caused by smoking,All persons,3300
2010/11,C92,Myeloid Leukaemia,Hospital admissions,Attributable number,Cancers which can be caused by smoking,All persons,6300
2010/11,J40-J43,Chronic Obstructive Lung Disease,Hospital admissions,Attributable number,Respiratory diseases which can be caused by smoking,All persons,5300
2010/11,J44,Chronic Airway Obstruction,Hospital admissions,Attributable number,Respiratory diseases which can be caused by smoking,All persons,88500
2010/11,J10-J18,"Pneumonia, Influenza",Hospital admissions,Attributable number,Respiratory diseases which can be caused by smoking,All persons,32400
2010/11,I00-I09 & I26-I51,Other Heart Disease,Hospital admissions,Attributable number,Circulatory diseases which can be caused by smoking,All persons,37600
2010/11,I20-I25,Ischaemic Heart Disease,Hospital admissions,Attributable number,Circulatory diseases which can be caused by smoking,All persons,64700
2010/11,I72-I78,Other arterial disease,Hospital admissions,Attributable number,Circulatory diseases which can be caused by smoking,All persons,7300
2010/11,I60-I69,Cerebrovascular Disease,Hospital admissions,Attributable number,Circulatory diseases which can be caused by smoking,All persons,16700
2010/11,I71,Aortic Aneurysm,Hospital admissions,Attributable number,Circulatory diseases which can be caused by smoking,All persons,7100
2010/11,I70,Atherosclerosis,Hospital admissions,Attributable number,Circulatory diseases which can be caused by smoking,All persons,1900
2010/11,K25-K27,Stomach / Duodenal Ulcer,Hospital admissions,Attributable number,Digestive Diseases which can be caused caused by smoking,All persons,11300
2010/11,K50,Crohns Disease,Hospital admissions,Attributable number,Digestive Diseases which can be caused caused by smoking,All persons,4600
2010/11,K05,Periodontal Disease / Periodonitis,Hospital admissions,Attributable number,Digestive Diseases which can be caused caused by smoking,All persons,2200
2010/11,H25,Age Related Cataract 45+,Hospital admissions,Attributable number,Other diseases which can be caused by smoking,All persons,12200
2010/11,S72.0-S72.2,Hip Fracture 55+,Hospital admissions,Attributable number,Other diseases which can be caused by smoking,All persons,7100
2010/11,O03,Spontaneous Abortion,Hospital admissions,Attributable number,Other diseases which can be caused by smoking,All persons,600
2010/11,All,All admissions,Hospital admissions,Number of admissions,All admissions,Male,4666529
2010/11,C33-C34 & C00-C14 & C15 & C32 & C53 & C67 & C64-C66 & C68 & C16 & C25 & C80 & C92 & J40-J43 & J44 & J10-J18 & I00-I09 & I26-I51 & I20-I25 & I72-I78 & I60-I69 & I71 & I70 & K25-K27 & K50 & K05 & H25 & S72.0-S72.2 & O03,All diseases which can be caused by smoking,Hospital admissions,Number of admissions,All diseases which can be caused by smoking,Male,843901
2010/11,C00-D48,All cancers,Hospital admissions,Number of admissions,All cancers,Male,709061
2010/11,J00-J99,All respiratory diseases,Hospital admissions,Number of admissions,All respiratory diseases,Male,245817
2010/11,I00-I99,All circulatory diseases,Hospital admissions,Number of admissions,All circulatory diseases,Male,507991
2010/11,K00-K93,All diseases of the digestive system,Hospital admissions,Number of admissions,All diseases of the digestive system,Male,633502
2010/11,C33-C34,"Trachea, Lung, Bronchus",Hospital admissions,Number of admissions,Cancers which can be caused by smoking,Male,45891
2010/11,C00-C14,Upper Respiratory Sites,Hospital admissions,Number of admissions,Cancers which can be caused by smoking,Male,13986
2010/11,C15,Oesophagus,Hospital admissions,Number of admissions,Cancers which can be caused by smoking,Male,21222
2010/11,C32,Larynx,Hospital admissions,Number of admissions,Cancers which can be caused by smoking,Male,3953
2010/11,C53,Cervical,Hospital admissions,Number of admissions,Cancers which can be caused by smoking,Male,.
2010/11,C67,Bladder,Hospital admissions,Number of admissions,Cancers which can be caused by smoking,Male,61938
2010/11,C64-C66 & C68,Kidney and Renal Pelvis,Hospital admissions,Number of admissions,Cancers which can be caused by smoking,Male,9021
2010/11,C16,Stomach,Hospital admissions,Number of admissions,Cancers which can be caused by smoking,Male,14560
2010/11,C25,Pancreas,Hospital admissions,Number of admissions,Cancers which can be caused by smoking,Male,13103
2010/11,C80,Unspecified Site,Hospital admissions,Number of admissions,Cancers which can be caused by smoking,Male,4041
2010/11,C92,Myeloid Leukaemia,Hospital admissions,Number of admissions,Cancers which can be caused by smoking,Male,20986
2010/11,J40-J43,Chronic Obstructive Lung Disease,Hospital admissions,Number of admissions,Respiratory diseases which can be caused by smoking,Male,3284
2010/11,J44,Chronic Airway Obstruction,Hospital admissions,Number of admissions,Respiratory diseases which can be caused by smoking,Male,55192
2010/11,J10-J18,"Pneumonia, Influenza",Hospital admissions,Number of admissions,Respiratory diseases which can be caused by smoking,Male,72975
2010/11,I00-I09 & I26-I51,Other Heart Disease,Hospital admissions,Number of admissions,Circulatory diseases which can be caused by smoking,Male,139779
2010/11,I20-I25,Ischaemic Heart Disease,Hospital admissions,Number of admissions,Circulatory diseases which can be caused by smoking,Male,184240
2010/11,I72-I78,Other arterial disease,Hospital admissions,Number of admissions,Circulatory diseases which can be caused by smoking,Male,24938
2010/11,I60-I69,Cerebrovascular Disease,Hospital admissions,Number of admissions,Circulatory diseases which can be caused by smoking,Male,51308
2010/11,I71,Aortic Aneurysm,Hospital admissions,Number of admissions,Circulatory diseases which can be caused by smoking,Male,8894
2010/11,I70,Atherosclerosis,Hospital admissions,Number of admissions,Circulatory diseases which can be caused by smoking,Male,5541
2010/11,K25-K27,Stomach / Duodenal Ulcer,Hospital admissions,Number of admissions,Digestive Diseases which can be caused caused by smoking,Male,11658
2010/11,K50,Crohns Disease,Hospital admissions,Number of admissions,Digestive Diseases which can be caused caused by smoking,Male,11957
2010/11,K05,Periodontal Disease / Periodonitis,Hospital admissions,Number of admissions,Digestive Diseases which can be caused caused by smoking,Male,2105
2010/11,H25,Age Related Cataract 45+,Hospital admissions,Number of admissions,Other diseases which can be caused by smoking,Male,46246
2010/11,S72.0-S72.2,Hip Fracture 55+,Hospital admissions,Number of admissions,Other diseases which can be caused by smoking,Male,17079
2010/11,O03,Spontaneous Abortion,Hospital admissions,Number of admissions,Other diseases which can be caused by smoking,Male,.
2010/11,All,All admissions,Hospital admissions,Attributable number,All admissions,Male,285900
2010/11,C00-D48,All cancers,Hospital admissions,Attributable number,All cancers,Male,112100
2010/11,J00-J99,All respiratory diseases,Hospital admissions,Attributable number,All respiratory diseases,Male,65000
2010/11,I00-I99,All circulatory diseases,Hospital admissions,Attributable number,All circulatory diseases,Male,92800
2010/11,K00-K93,All diseases of the digestive system,Hospital admissions,Attributable number,All diseases of the digestive system,Male,9000
2010/11,C33-C34,"Trachea, Lung, Bronchus",Hospital admissions,Attributable number,Cancers which can be caused by smoking,Male,40000
2010/11,C00-C14,Upper Respiratory Sites,Hospital admissions,Attributable number,Cancers which can be caused by smoking,Male,10200
2010/11,C15,Oesophagus,Hospital admissions,Attributable number,Cancers which can be caused by smoking,Male,14700
2010/11,C32,Larynx,Hospital admissions,Attributable number,Cancers which can be caused by smoking,Male,3200
2010/11,C53,Cervical,Hospital admissions,Attributable number,Cancers which can be caused by smoking,Male,.
2010/11,C67,Bladder,Hospital admissions,Attributable number,Cancers which can be caused by smoking,Male,27400
2010/11,C64-C66 & C68,Kidney and Renal Pelvis,Hospital admissions,Attributable number,Cancers which can be caused by smoking,Male,3100
2010/11,C16,Stomach,Hospital admissions,Attributable number,Cancers which can be caused by smoking,Male,3700
2010/11,C25,Pancreas,Hospital admissions,Attributable number,Cancers which can be caused by smoking,Male,3000
2010/11,C80,Unspecified Site,Hospital admissions,Attributable number,Cancers which can be caused by smoking,Male,2200
2010/11,C92,Myeloid Leukaemia,Hospital admissions,Attributable number,Cancers which can be caused by smoking,Male,4700
2010/11,J40-J43,Chronic Obstructive Lung Disease,Hospital admissions,Attributable number,Respiratory diseases which can be caused by smoking,Male,2900
2010/11,J44,Chronic Airway Obstruction,Hospital admissions,Attributable number,Respiratory diseases which can be caused by smoking,Male,43600
2010/11,J10-J18,"Pneumonia, Influenza",Hospital admissions,Attributable number,Respiratory diseases which can be caused by smoking,Male,18400
2010/11,I00-I09 & I26-I51,Other Heart Disease,Hospital admissions,Attributable number,Circulatory diseases which can be caused by smoking,Male,25200
2010/11,I20-I25,Ischaemic Heart Disease,Hospital admissions,Attributable number,Circulatory diseases which can be caused by smoking,Male,46900
2010/11,I72-I78,Other arterial disease,Hospital admissions,Attributable number,Circulatory diseases which can be caused by smoking,Male,4200
2010/11,I60-I69,Cerebrovascular Disease,Hospital admissions,Attributable number,Circulatory diseases which can be caused by smoking,Male,9500
2010/11,I71,Aortic Aneurysm,Hospital admissions,Attributable number,Circulatory diseases which can be caused by smoking,Male,5600
2010/11,I70,Atherosclerosis,Hospital admissions,Attributable number,Circulatory diseases which can be caused by smoking,Male,1500
2010/11,K25-K27,Stomach / Duodenal Ulcer,Hospital admissions,Attributable number,Digestive Diseases which can be caused caused by smoking,Male,6100
2010/11,K50,Crohns Disease,Hospital admissions,Attributable number,Digestive Diseases which can be caused caused by smoking,Male,2000
2010/11,K05,Periodontal Disease / Periodonitis,Hospital admissions,Attributable number,Digestive Diseases which can be caused caused by smoking,Male,900
2010/11,H25,Age Related Cataract 45+,Hospital admissions,Attributable number,Other diseases which can be caused by smoking,Male,5300
2010/11,S72.0-S72.2,Hip Fracture 55+,Hospital admissions,Attributable number,Other diseases which can be caused by smoking,Male,1700
2010/11,O03,Spontaneous Abortion,Hospital admissions,Attributable number,Other diseases which can be caused by smoking,Male,.
2010/11,All,All admissions,Hospital admissions,Number of admissions,All admissions,Female,5346234
2010/11,C33-C34 & C00-C14 & C15 & C32 & C53 & C67 & C64-C66 & C68 & C16 & C25 & C80 & C92 & J40-J43 & J44 & J10-J18 & I00-I09 & I26-I51 & I20-I25 & I72-I78 & I60-I69 & I71 & I70 & K25-K27 & K50 & K05 & H25 & S72.0-S72.2 & O03,All diseases which can be caused by smoking,Hospital admissions,Number of admissions,All diseases which can be caused by smoking,Female,690275
